### wake--->noradrenaline NREM--->GABA REM--->acetylcholin 
time	hypnogram	wake_F	wake_C	NREM_F	NREM_C	REM_F	REM_C	homeostatic
320	1	5.862185226314252	0.8269458383584555	0.003722232738769653	0.0058982940748137	0.002943419241010605	0.004948562623537582	0.5045727030492001
330	1	5.8618762349594125	0.8264298178201471	0.003389450815550578	0.0026180602865510903	0.010610985622895055	0.004549296775017869	0.5047149241755232
340	1	5.873996143383503	0.8262170474318543	0.033833558948148275	0.0029068309862355216	0.012163114232727174	0.00364135509285491	0.5048571044747683
350	1	5.895833985288723	0.8262343413492136	0.046476012788433226	0.008644838568766022	0.002105328766418654	0.002316689305122534	0.5049992439586557
360	1	5.905094077095588	0.8266298335340689	0.03441738549202155	0.009193843553278772	0.006986498735533701	0.0031581373524149866	0.5051413426389043
370	1	5.888590663054574	0.8269203256103977	0.015756804024073888	0.006546359723112028	0.021704026724397585	0.006415308919627619	0.5052834005272245
380	1	5.872751413459402	0.8266599915381517	0.052082965643731056	0.007286059729183842	0.013892651256697771	0.008526948009969101	0.5054254176353257
390	1	5.873299729124567	0.8261690087536534	0.0436130169683457	0.008505337507261157	0.023196403966156787	0.009580735303827857	0.5055673939749176
400	1	5.880766455310593	0.8261223794352454	0.04556357811175528	0.010191052135903891	0.009748786087232314	0.010454803591215117	0.5057093295577008
410	1	5.865619713557891	0.8258777775249699	0.06215280606478906	0.01293341007452319	0.0019359882213349968	0.005501942208457133	0.5058512243953769
420	1	5.871477178868196	0.8256938399206607	0.07552040322529824	0.015428626531559984	0.02921314012445238	0.005921598031166282	0.505993078499643
430	1	5.848508000965667	0.8253640120418458	0.06953004487833869	0.01746533981855933	0.014025197594578877	0.009594535670103621	0.506134891882191
440	1	5.845960340138909	0.8250796172347349	0.058183256379921285	0.017037782048634046	0.033846018988888615	0.011123881114624777	0.506276664554712
450	1	5.83025906203781	0.824574607369711	0.06533720852754657	0.015459973978105612	0.029084303962259382	0.012797003276891131	0.5064183965288908
460	1	5.821532828300945	0.8239262641504489	0.07519524509575252	0.018139242602122903	0.02405808801924008	0.011628191909078198	0.5065600878164135
470	1	5.821963338530767	0.8235443031997627	0.09059167969835992	0.02024109596871503	0.028643590471421117	0.014044857814961254	0.5067017384289563
480	1	5.815251174709859	0.8230630686576523	0.11994481303670419	0.023800406076205077	0.02571859911518952	0.01241987492533433	0.506843348378197
490	1	5.80714291516854	0.8225308090206446	0.0996682009865003	0.02604525207766134	0.01639519758529182	0.009924143383492583	0.5069849176758116
500	1	5.777469120734445	0.8217350163951096	0.08403511713616754	0.025499144468159537	0.02495029832818334	0.008527573052934017	0.5071264463334647
510	1	5.768043277256582	0.8208568318641323	0.06562726111613727	0.021187374010525454	0.029613159570353043	0.011802487621760303	0.5072679343628261
520	1	5.7565775057369954	0.8200239710733834	0.07712215962349368	0.019525695306115896	0.02657148488362102	0.012071743663256395	0.5074093817755584
530	1	5.759707769853518	0.8194497620041763	0.05259338234870575	0.017708625153719248	0.0038915348488656786	0.008868389420086156	0.5075507885833199
540	1	5.763804754553617	0.8192170818630697	0.03492238363604484	0.01245131735699344	0.009770156174683405	0.0071444235194161486	0.5076921547977695
550	1	5.768876578161038	0.8192664792680135	0.032250922864710464	0.009130768664375354	0.0046363761970971	0.005324104752186178	0.50783348043056
560	1	5.768461822275537	0.8191894912119936	0.02354695806898235	0.007638474058670794	0.01149936915588936	0.004189333506725945	0.5079747654933378
570	1	5.759736641369597	0.8191541464531972	0.02944359450618111	0.007973466256756668	0.019821303791678912	0.0058431339056461635	0.5081160099977532
580	1	5.749492818813802	0.8186937312717695	0.032737131515242934	0.00860689578016912	0.012169688060858093	0.007249868115807189	0.508257213955447
590	1	5.746092390523415	0.8182185044460075	0.04373678344579932	0.008813051692740806	0.0026105598951062566	0.0054849739392951015	0.5083983773780575
600	1	5.745157099690459	0.8180728528297964	0.01754310971698194	0.008195065740124746	0.008285200261326038	0.004172703594039012	0.5085395002772236
610	1	5.747845883862807	0.8179492615325833	0.0226538122183079	0.007178058155179925	0.011737256290699724	0.0033143210287681414	0.5086805826645785
620	1	5.74602365270833	0.8178887212205531	0.013485085996190579	0.0060260974167199695	0.00470113332560984	0.0024354821743202827	0.5088216245517477
630	1	5.751012306573125	0.8178498130402647	0.028879382761788717	0.005919386537352154	0.0014669956283074096	0.003749308640682076	0.5089626259503627
640	1	5.764324955023596	0.8179050232003192	0.013441964810539999	0.005759144157803209	0	0.0022061523613672957	0.5091035868720452
650	1	5.764705529674257	0.8180472676358349	0.014886412140202702	0.0035033255474034527	0.0027374473828233005	0.0018428993633061955	0.5092445073284108
660	1	5.753055389252803	0.8180340384739871	0.036120510481293826	0.005555721570136086	0.006266986258030167	0.002168823069893626	0.5093853873310822
670	1	5.740036267303657	0.817870324285818	0.014667857567937424	0.005725018207982622	0.01684720393978878	0.0036950743912839996	0.5095262268916686
680	1	5.727795872118029	0.8174268864474427	0.00044423032387815085	0.003142075685885291	0.004454705741429379	0.00390923278176407	0.5096670260217765
690	1	5.72500318420067	0.8170352092045308	0.016161444350040376	0.0029866049882423997	0.008625689973204842	0.00406431241825965	0.5098077847330184
700	1	5.724811743390561	0.8167295753521665	0.015372982900811214	0.00382203255728867	0.006962356293095181	0.005306671850147195	0.5099485030369958
710	1	5.708574709887772	0.8162599363557567	0.004077269355178151	0.0019716424301481996	0.019834201682975408	0.009027777478636092	0.5100891809453035
720	1	5.697091481367725	0.8157287156932758	0.023208042613301227	0.002419967112519399	0	0.00722564462961629	0.5102298184695414
730	1	5.661050145746499	0.8148247887754719	0.012013510702064547	0.004329866968971654	0.020303058488139295	0.006729218718014925	0.5103704156213059
740	1	5.6670432806298185	0.8136821315593501	0.00810631873001279	0.0023777921586169014	0.010812656139057785	0.008071864242856384	0.5105109724121819
750	1	5.631818730068506	0.8128586082536898	0.001926141809196058	0.001310164845593132	0.0003135819865113977	0.004786780133116897	0.5106514888537566
760	1	5.637004924428616	0.8118334178863731	0.0010169825120367518	0.0010005043805859073	0.007570359030138794	0.005080852105545916	0.510791964957614
770	1	5.6696603136691275	0.8116732290366953	0.000747562560573734	0.0007751403848099962	0.024958040956983625	0.006328349279097838	0.5109324007353323
780	1	5.659310795117803	0.8117621528837792	0.007430037820172759	0.0013452422911897522	0.008477816619275458	0.0065223066176104206	0.5110727961984901
790	1	5.680029549477709	0.811991043713117	0.018121486402996545	0.001919267505041065	0.0025551222287346414	0.004406264129200565	0.5112131513586587
800	1	5.696471738280448	0.8125575710475782	0.02667280787251206	0.004319595883814735	0.02456406391218643	0.004323477654274345	0.5113534662274061
810	1	5.67924631037233	0.8130041743227872	0.04843765708700771	0.007636299804441342	0.014650983751110774	0.008502815069793649	0.5114937408163016
820	1	5.677291469806036	0.8128005486895759	0.0697862392378647	0.01256918310509094	0.020927532553375934	0.009236403018243045	0.511633975136907
830	1	5.682329708257645	0.8128224274351057	0.07088398281324307	0.014692449347673655	0.03712261008065891	0.012660368779622002	0.5117741692007828
840	1	5.6934041947264395	0.8131104906628427	0.05662060309523669	0.014733355575870513	0.03212532109809334	0.016010916198007374	0.511914323019483
850	1	5.693691125123673	0.8134528216416773	0.0561745231642274	0.014663301470617987	0.012745620725608368	0.013479829201926405	0.5120544366045624
860	1	5.708462519416268	0.8137307159679068	0.05302077642006346	0.014488011056319361	0.0016857698469197719	0.006190658553370813	0.5121945099675717
870	1	5.685668204700169	0.8138657567299385	0.054820813777692816	0.013346468165122924	0.0012139484984026807	0.0042745900380862	0.5123345431200553
880	1	5.69462522710184	0.8137290606901236	0.07105721046103941	0.015192851304206237	0.011736295134703026	0.004196168334180587	0.5124745360735597
890	1	5.6899532559244035	0.8138085318786249	0.10369087467007462	0.021055443231928928	0.01592262299023819	0.007531561874301293	0.5126144888396221
900	1	5.685994277507531	0.8136380056434053	0.07491402022543185	0.021712496287290054	0.014961307844705769	0.005178777186258316	0.5127544014297779
910	1	5.692494920375555	0.8136714163090946	0.09243875751955796	0.021544805689495263	0.004300606110025559	0.004022616021247362	0.5128942738555636
920	1	5.679982816551103	0.8135271497776722	0.10096118698563197	0.02337561697311639	0.004562208189071912	0.004094401773856109	0.5130341061285074
930	1	5.667304710448369	0.8131332572953057	0.10800031815211121	0.025364870529213285	0.0012190004750823337	0.0026292964735738166	0.5131738982601364
940	1	5.649238396315431	0.8126144167259736	0.09358332367637984	0.025637629783084048	0.004281495112592349	0.0023922111000685468	0.5133136502619737
950	1	5.642477009268504	0.8120935431760655	0.0936504781233069	0.02406947561327107	0.007471754001177103	0.002032019136650422	0.5134533621455373
960	1	5.659869365391989	0.8116925667990138	0.10365046232374316	0.023439733487997605	0.02362093895130664	0.00605408597061376	0.5135930339223452
970	1	5.643748088972992	0.8113959348427499	0.11878228303294355	0.025968922362424107	0.011830856402993566	0.008356953413300571	0.5137326656039117
980	1	5.632675332097763	0.8111075825174362	0.1341015928208204	0.029310566559978293	0.005470542677240037	0.00543287140921133	0.5138722572017459
990	1	5.618137879379256	0.8104460585990513	0.1308302788577235	0.032368901270519765	0.018251587909736345	0.007190967322630079	0.5140118087273539
1000	1	5.60158733018964	0.8097920467873401	0.1391289533170831	0.03289229057844673	0.02514415424757429	0.009642999447194113	0.5141513201922409
1010	1	5.594307141400364	0.8089608898004993	0.12775537663453818	0.03269486559413771	0.01687323890026889	0.010335227344753553	0.5142907916079066
1020	1	5.589769957480074	0.808400239013523	0.1432992516541553	0.03328004499443617	0.018351249019592442	0.00979306959663977	0.5144302229858465
1030	1	5.570612446217095	0.8077548747413172	0.1375304444285921	0.034757073509073	0.026071357137448826	0.012807591980922363	0.5145696143375577
1040	1	5.5633984682454445	0.8069170176063899	0.1564532760879842	0.037534749317292254	0.026464294788556216	0.010351975955065104	0.5147089656745264
1050	1	5.538473605119705	0.8061250068401429	0.1526378364966094	0.037989393174264384	0.030485013518550264	0.012207735767540187	0.5148482770082404
1060	1	5.561378603055993	0.8054822931543036	0.14968617892880534	0.03847804892070062	0.02072008837840982	0.012794964415545895	0.5149875483501856
1070	1	5.5533266985553045	0.8052515427022776	0.14644457793982524	0.037765555343640046	0.019895820151363153	0.00991728924288062	0.5151267797118391
1080	1	5.569509311424375	0.8051991687136674	0.1167269924647845	0.035081654902962243	0.04742112293647037	0.01620593447821372	0.5152659711046786
1090	1	5.579353429718778	0.8053045480381303	0.09359087477846359	0.03148622249072721	0.032024774478909786	0.016847018717676826	0.515405122540179
1100	1	5.593377890881213	0.8057018164529652	0.05934285679169924	0.022794371547994213	0.012271039802715957	0.013423461330304346	0.5155442340298105
1110	1	5.576381159850774	0.805998801381942	0.07121557625591864	0.019631565076764803	0.0242543178369677	0.009487181706603134	0.5156833055850395
1120	1	5.552194835968225	0.8056906757326443	0.07527733022874157	0.01908514685516615	0.008272019057592969	0.008243724961714022	0.515822337217331
1130	1	5.554147709231098	0.8051778929095542	0.06456196228794767	0.017076873782283522	0.016322757639062803	0.006416549570409726	0.5159613289381465
1140	1	5.544605923664423	0.8048255299955412	0.05988981676628481	0.01626148112852763	0.0023190968439573767	0.005384201075101258	0.5161002807589404
1150	1	5.533181312592185	0.804516476582383	0.06906017175673912	0.016916352852666686	0.005817679677093625	0.003366458656127853	0.5162391926911669
1160	1	5.5210472578750265	0.8038998687997915	0.08545369768237722	0.017780457407735466	0.002514775881109726	0.0026957535997720835	0.5163780647462802
1170	1	5.506807344143937	0.8032206643413392	0.07141421460222305	0.01980791871708685	0	0.0016452229379627845	0.5165168969357234
1180	1	5.50675933116485	0.8023956093764714	0.10492247492150024	0.021480234868997652	0	0.0015686029582565434	0.5166556892709434
1190	1	5.532333998640055	0.8022187302187493	0.10085749561239164	0.024749049272943306	0.02018365545498024	0.002996972059531373	0.516794441763383
1200	1	5.518197819639945	0.802355099324051	0.10565543686427532	0.02558549701212129	0.03725888207808692	0.010918416564743036	0.5169331544244758
1210	1	5.506930541225294	0.8021936205763206	0.09855653169149205	0.02500507714457706	0.04283007736488321	0.01644788729193627	0.5170718272656579
1220	1	5.513238119605144	0.801807112954747	0.06957974367102546	0.02241840247617748	0.05871079062778551	0.023303856214954996	0.5172104602983613
1230	1	5.517535136742312	0.8016301573618853	0.04581763183615035	0.01633802525926279	0.03597793545973168	0.021603972519224413	0.5173490535340127
1240	1	5.523517012536428	0.8016430373713849	0.050148192884537604	0.014265031595162238	0.013367616928898663	0.01732544823343705	0.517487606984035
1250	1	5.520334264027019	0.8017623633987866	0.05889109297368879	0.01323635015485599	0.005318875711985913	0.009452540915685594	0.5176261206598505
1260	1	5.531399991919366	0.8019640343649007	0.04824603330204019	0.013571696792932542	0.02365832672486509	0.008925839289748355	0.5177645945728765
1270	1	5.52844948338071	0.8021751952475885	0.045775803928721645	0.011374259355497832	0.016048835033485642	0.007960139768791216	0.5179030287345288
1280	1	5.551495347921811	0.8025421903815312	0.055484438133593196	0.012177458032252788	0.002450065410583083	0.003869473603972681	0.518041423156217
1290	1	5.546826149101217	0.8029350004878975	0.083648583592497	0.014822760780970957	0.0037486208206689367	0.002208918618042654	0.5181797778493499
1300	1	5.539098140270397	0.803029771825914	0.09257012465067958	0.018559534247590548	0.006384039805371823	0.003615675815660561	0.5183180928253339
1310	1	5.5326986351800045	0.8029344179815818	0.09747531573429581	0.022110296903695814	0.025842066394720538	0.007329135553629299	0.5184563680955706
1320	1	5.521723425830871	0.8028716828626101	0.10341069641442635	0.02518024061205952	0.01695472625513926	0.009657121507834638	0.5185946036714565
1330	1	5.517022449171952	0.8024563257172391	0.09091042572820199	0.02471127277650569	0.014689972014122792	0.008414429422959212	0.5187327995643857
1340	1	5.492750378501094	0.8018777216046838	0.06879138110555043	0.02062264894221139	0.010390042321157093	0.00723348842716428	0.5188709557857534
1350	1	5.481186975209658	0.8011243277820457	0.08128508004084324	0.019185463137225554	0.02278114529635302	0.00783621453668372	0.5190090723469453
1360	1	5.474567533965969	0.8005426695492258	0.07038064032147084	0.019277336379563238	0.02045806208481829	0.010562466176620844	0.5191471492593459
1370	1	5.473743812127441	0.7999664340586999	0.06947180621649235	0.018025427797481394	0.022851563380387952	0.013171593764506008	0.5192851865343387
1380	1	5.468270336853072	0.799486582713769	0.05975676592596887	0.016396113952526867	0.01907978569174544	0.010038903708400377	0.5194231841833035
1390	1	5.468303584169472	0.7989287645364097	0.0822879003786182	0.017134934887259878	0.033889333841799235	0.012446570175557259	0.5195611422176117
1400	1	5.491556356165347	0.7989280789432112	0.07625410918357937	0.018658688207250636	0.022417894080971654	0.01450511143608032	0.519699060648639
1410	1	5.5228259781380045	0.7997117132522454	0.06264387759903627	0.017741943371628096	0.015967838149853038	0.013050184169704998	0.5198369394877536
1420	1	5.512904793899288	0.8002012287474601	0.08308453139506605	0.01897059858705315	0.003714432532662053	0.0072178161187933035	0.5199747787463184
1430	1	5.508284230642306	0.8006630051173561	0.09520423280866024	0.021902929804661565	0.013250109464253772	0.004700059231018784	0.5201125784356988
1440	1	5.5095270943566215	0.8008096714286496	0.07044842118003791	0.02111083244601311	0.022918331867901945	0.007023806429350479	0.5202503385672537
1450	1	5.520079079375969	0.8010258388673478	0.06379834453210033	0.017746863923724484	0.029419422904285255	0.010895054966345822	0.5203880591523372
1460	1	5.523759585527457	0.8012603895451148	0.08198775047192801	0.019024459223733362	0.03994145967438269	0.017793064070003233	0.5205257402023019
1470	1	5.532846598144792	0.8016653089404291	0.07077691192288234	0.018832770242484354	0.036622043264924915	0.018435444789390878	0.5206633817284999
1480	1	5.54396143848089	0.8022442134854617	0.056674713760460606	0.017359098503521637	0.04337075851076963	0.01703843678008872	0.5208009837422732
1490	1	5.544772374201984	0.8027135602365498	0.03366283892524233	0.01304801485137721	0.04080037113519828	0.02167087029529803	0.5209385462549655
1500	1	5.547938226996624	0.8030281605970188	0.023362902859304212	0.008936829095095352	0.050807438618580676	0.02263810037959331	0.521076069277918
1510	1	5.543320013058326	0.8033391949003899	0.003953343496153266	0.005307176476652207	0.05843174374506106	0.02563880074010502	0.5212135528224651
1520	1	5.542301802561157	0.8034644484910363	0.008990346974585492	0.003289811270931682	0.059453654389556146	0.029617254669963983	0.5213509968999417
1530	1	5.56429460061552	0.8036394715901042	0.01801610392474273	0.003749570600699888	0.05529971804914788	0.028945650115746607	0.5214884015216775
1540	1	5.581814470210668	0.8045558321579894	0.012109617987845697	0.004943711339043062	0.04174435993398705	0.02588119091195312	0.521625766698996
1550	1	5.578745780240212	0.8050362017092113	0.008305561232754713	0.003677522048571746	0.02589970204871968	0.02297401184845425	0.5217630924432214
1560	1	5.572992409770422	0.8053323404833616	0.01009651911072549	0.00419110646101564	0.009528511636481933	0.014899748817673033	0.5219003787656756
1570	1	5.56536849548568	0.8052309923209416	0.02826186226880062	0.005303862344603352	0.009141780936289083	0.009216458990630725	0.5220376256776743
1580	1	5.562021648903794	0.8051028304730167	0.046586364305178596	0.007826472540714863	0.03112546588563603	0.011182793171866379	0.5221748331905306
1590	1	5.527670703273525	0.8044781728392388	0.05264701863394983	0.01034381955205606	0.04855481606728372	0.01628199583995685	0.5223120013155552
1600	1	5.525277351614752	0.8037837475374833	0.05781424960959237	0.01201297539728466	0.0437481561887557	0.01865781210521519	0.5224491300640574
1610	1	5.5272652877348625	0.803297090589388	0.05210880636608413	0.012649772893601606	0.017949927600729648	0.016713257697511384	0.522586219447338
1620	1	5.51951011902501	0.8030308901235426	0.042496765291410735	0.013666097506286135	0.007165181020333441	0.010027871615642866	0.5227232694766957
1630	1	5.5090023852410015	0.8024839289502177	0.03868348510320797	0.011926908137349278	0.0077840851964253235	0.006141789848288255	0.5228602801634327
1640	1	5.53334830511735	0.8023855700461286	0.04813699702968078	0.012300336771992432	0.005220007472394841	0.004837812119802743	0.5229972515188391
1650	1	5.517070437862657	0.8023525271220229	0.0340778220209152	0.011334449688019681	0.005871955408340545	0.003203692401716531	0.5231341835542069
1660	1	5.4827926435073016	0.80194345829416	0.04142838660983029	0.010129051883149831	0.014484043527903338	0.005720736916219562	0.5232710762808254
1670	1	5.479826137784257	0.8010161864986998	0.04632038606613204	0.011593701126878955	0.02787996642325598	0.008274513486994615	0.5234079297099764
1680	1	5.474241764250254	0.8001748923736085	0.05331356182773125	0.012332196847645574	0.011036384503252856	0.00872874459693579	0.523544743852942
1690	1	5.478045419961079	0.7997231454022725	0.08004677795608262	0.014644024719266806	0.019076424705325983	0.0068662083332967664	0.5236815187209987
1700	1	5.478129994913682	0.7993861513456514	0.08268833105500055	0.020108836290329498	0.020319800660465855	0.006739768344427956	0.5238182543254211
1710	1	5.4684366282908305	0.7991009814157061	0.07412897494934617	0.019795680261231817	0.023386955187227106	0.01105193059384206	0.523954950677481
1720	1	5.471630185416835	0.7987716149305156	0.07837535182248938	0.019357880654739087	0.00948504619512963	0.011846274804911789	0.5240916077884483
1730	1	5.45910446162811	0.7984389468317111	0.07514258226744143	0.020051832054220085	0.003921531427618373	0.008510408198742644	0.5242282256695853
1740	1	5.453470477584379	0.7981609042200669	0.06747458144802453	0.018883979573337737	0	0.004006602535722163	0.5243648043321549
1750	1	5.432944443277739	0.7976019490808196	0.058127180680559935	0.015821272291867004	0.008023198508853477	0.0024336481401417832	0.5245013437874164
1760	1	5.459774892721377	0.797219408051845	0.048233614698740684	0.013906539957333581	0.009872010112443642	0.0029751748123753754	0.5246378440466227
1770	1	5.450109119226039	0.7972531802530386	0.0684724068049482	0.015009649804774108	0.010205441700179233	0.0036035741714151876	0.5247743051210272
1780	1	5.453596968849008	0.7970219968322473	0.051682449887019005	0.014902416449682876	0.0039293549815115816	0.0023680507724148526	0.5249107270218779
1790	1	5.447650326838182	0.7970034477063245	0.048123561693504964	0.014111912450930042	0.0026067541749909707	0.002210970818903409	0.5250471097604237
1800	1	5.4334314829810575	0.7965823208806185	0.01571965086059421	0.009701600295796845	0.00380605760271809	0.00222475376876836	0.5251834533478997
1810	1	5.418970665921659	0.7960720878587172	0.019635004751385812	0.0065106244956455546	0.007205246505981529	0.001725889221721119	0.525319757795552
1820	1	5.417103479618923	0.7955661111684585	0	0.0033484733876301687	0.00997550054492171	0.003612668664291626	0.525456023114613
1830	1	5.42433725592446	0.7951833089049049	0.0014185190751485421	0.0019082321982120526	0.011603127146854285	0.0030151104893877674	0.525592249316313
1840	1	5.437962722324172	0.7953290224527034	0.01647936679397148	0.0028187480264229496	0.012975569941643875	0.00407085166328733	0.5257284364118845
1850	1	5.444718908918531	0.7955565481342853	0.0313387488366476	0.005252782559767835	0.007616668948612237	0.0028419639158396223	0.5258645844125547
1860	1	5.424897663309645	0.7954836093093993	0.01656872060683922	0.004979351970139486	0.010484295102751066	0.003529942566328036	0.5260006933295435
1870	1	5.4384586412197296	0.7955620779891347	0.00034672013667503166	0.002940687968903361	0.012475203740501798	0.007733453660545018	0.5261367631740707
1880	1	5.4475679210252785	0.795874927491635	0.00252379918752909	0.0015597469744778748	0.019054371513909207	0.008041572296603077	0.526272793957356
1890	1	5.4407335075608	0.7960905045034551	0.006561557324065281	0.0013973356525078422	0.008146077564064097	0.007997850899282538	0.5264087856906122
1900	1	5.436372352653345	0.7961794173650999	0.012989526394737636	0.0025339695979913904	0.012327025504208205	0.005046285877451048	0.5265447383850441
1910	1	5.419095585238549	0.7958848067098937	0.0067835171204710205	0.0019492199949101275	0.004554738558541401	0.0050016957545150715	0.526680652051864
1920	1	5.437863268604482	0.7959329868345951	0.0036278857938885885	0.001337065613506786	0.018233498539267628	0.00390677783202526	0.5268165267022721
1930	1	5.4236034589837105	0.7957257676157773	0.007557359297057617	0.0008559845563159545	0.019702161471913178	0.009789606008982132	0.5269523623474712
1940	1	5.404807194406508	0.7952580851413114	0.024095827432994387	0.00365991893036827	0.022487565617352843	0.009870957078369684	0.5270881589986565
1950	1	5.391191337375235	0.7944898971521287	0.029498928902125195	0.005748061359082487	0.024529850726730543	0.010971202438818675	0.5272239166670228
1960	1	5.372436846058895	0.7937222932096811	0.03474672967836359	0.006525407696536462	0.010491848871126497	0.010749833340596064	0.5273596353637593
1970	1	5.369686447563177	0.7926358139657999	0.051256522191936056	0.009548820099393368	0.01825960554565482	0.007956497235651313	0.5274953151000551
1980	1	5.365267438820291	0.7920147916468195	0.046394609743790415	0.01136133203706499	0.008174908806557302	0.0064408602704836655	0.5276309558870952
1990	1	5.361961944124176	0.7914213189912624	0.029005760077979437	0.010427610618416475	0	0.003728773177281562	0.5277665577360583
2000	1	5.343986118707611	0.7908729675201386	0.05348029289000518	0.01119985981510606	0.012056825823494228	0.005179196585533382	0.5279021206581244
2010	1	5.354925863588075	0.7904088951980911	0.06518826140448902	0.014042895374699951	0.016785235871851854	0.005449368792437632	0.5280376446644685
2020	1	5.353996430059985	0.7902032106567876	0.07638131695141295	0.016077789058721124	0.014421330372669563	0.006938319837864638	0.5281731297662607
2030	1	5.343582877704626	0.7899230282025612	0.09441963292955732	0.020356064106313153	0.012202505372293582	0.006242579181213038	0.5283085759746688
2040	1	5.3582038608479685	0.7899389013299438	0.08841688220461694	0.02152328128168841	0.005228215603794327	0.005398470022286766	0.52844398330086
2050	1	5.344948641106952	0.7897943795579182	0.0930855970553141	0.023133809123219686	0.01675640978781659	0.003850960742524333	0.5285793517559952
2060	1	5.368209698160109	0.7899568244452405	0.07730186008495105	0.02227315971213534	0.024734894722459703	0.009624908701423055	0.5287146813512321
2070	1	5.3923541433084425	0.7905173998264691	0.06648281891612731	0.019499034693866105	0.02075855367110231	0.010440678982992302	0.5288499720977268
2080	1	5.382649851627791	0.791275064988675	0.07125551672175094	0.018821907557913242	0.007564279420790495	0.0075071033058293065	0.5289852240066323
