time	hypnogram	wake_F	wake_C	NREM_F	NREM_C	REM_F	REM_C	H
2180	1	5.54603096616765	0.803947491705895	0.0003903363827717035	9.727927276591293e-05	1.658227369808765e-15	8.284047405307083e-16	0.5303356094794017
2190	1	5.545110661213914	0.8038812860159369	0.0003915724779281977	9.758601161699773e-05	1.6593184498473207e-15	8.29059116463136e-16	0.5304704349099435
2200	1	5.544196458726422	0.8038154996284074	0.0003928175585182254	9.789502625481027e-05	1.6602420291603506e-15	8.296130337338274e-16	0.5306052216364728
2210	1	5.543288318065603	0.8037501300069022	0.0003940715094216637	9.820628741962287e-05	1.6610238221703132e-15	8.300819145815543e-16	0.5307399696701013
2220	1	5.542386198863075	0.8036851746286381	0.0003953342173966708	9.851976632880373e-05	1.6616855956658976e-15	8.304788136506707e-16	0.5308746790219342
2230	1	5.54149006101989	0.8036206309844073	0.0003966055710502305	9.883543466933244e-05	1.662245774835927e-15	8.308147814594384e-16	0.5310093497030751
2240	1	5.5405998647046255	0.803556496578524	0.0003978854608091913	9.91532645904389e-05	1.662719956266019e-15	8.310991720697595e-16	0.5311439817246274
2250	1	5.539715570351653	0.8034927689287784	0.00039917377889175687	9.947322869635897e-05	1.6631213421808745e-15	8.313399035241449e-16	0.5312785750976877
2260	1	5.538837138659344	0.803429445566377	0.0004004704192794584	9.979530003920942e-05	1.6634611080224283e-15	8.315436783008952e-16	0.531413129833351
2270	1	5.537964530588277	0.8033665240359021	0.000401775277689565	0.00010011945211197804	1.663748713598047e-15	8.317161699254104e-16	0.5315476459427092
2280	1	5.537097707359524	0.8033040018952602	0.00040308825154794807	0.00010044565884162708	1.663992166461786e-15	8.318621809332608e-16	0.5316821234368504
2290	1	5.5362366304528665	0.8032418767156267	0.00040440923996238324	0.0001007738945823073	1.6641982448618084e-15	8.319857765830386e-16	0.531816562326859
2300	1	5.535381261605047	0.803180146081401	0.00040573814369628393	0.00010110413410868458	1.664372686461324e-15	8.320903980418523e-16	0.5319509626238187
